text,label
"[ORGANIZATION] [ID] [LOCATION] ИНН/КПП: [ID]/[ID] ОГРН: [DOCUMENT_NUMBER] ОКПО: [ID] e-mail: [CONTACT] http://[ORGANIZATION] Тел: [CONTACT] Банк: [ORGANIZATION] N[DOCUMENT_NUMBER] ПАО [ORGANIZATION]; Расч/с: [FINANCIAL_DATA]; Копп/с: [FINANCIAL_DATA] Исх. No[DOCUMENT_NUMBER] от [DATE_TIME] Наименование управления внутрискладских работ [ORGANIZATION] [PERSON] О согласовании субподрядной организации Уважаемый [PERSON]! Между [ORGANIZATION] и [ORGANIZATION] заключен договор No [DOCUMENT_NUMBER] от [DATE_TIME] на проведение ремонта складов с применением ГНКТ (далее - Договор). С целью выполнения работ в рамках Договора, для возможности оказания услуг по предоставлению в аренду внутрискладского оборудования (инструмента) и сервисного обслуживания данного оборудования, прошу Вас согласовать [ORGANIZATION] (ИНН [ID]) в качестве субподрядной организации. С уважением, Директор по ВСР [PERSON] Исп.: Контрактный инженер [PERSON] Тел.: [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ЗАМЕСТИТЕЛЬ ГЕНЕРАЛЬНОГО ДИРЕКТОРА ПО РАБОТЕ С ПЕРСОНАЛОМ И ОРГАНИЗАЦИОННОМУ РАЗВИТИЮ Для корреспонденции: [LOCATION] [CONTACT] [DOCUMENT_NUMBER] на [ID] _**от** _** Об увольнении в порядке перевода Уважаемый [PERSON]! Прошу рассмотреть возможность увольнения по пункту 5 части первой статьи 77 Трудового кодекса РФ в порядке перевода из [ORGANIZATION] в [ORGANIZATION] работника: [ID] [PERSON] [DATE_TIME] 1. [PERSON] [PERSON] [DATE_TIME] С уважением, [PERSON] [PERSON] [CONTACT] [ORGANIZATION]",Блок директора по персоналу
"[ORGANIZATION] [LOCATION] тел. [CONTACT], факс [CONTACT], e-mail: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от [ORGANIZATION] целевой кадровой потребности Уважаемые руководители! В адрес [ORGANIZATION] поступило обращение [ORGANIZATION] по вопросу размещения заявок о целевой кадровой потребности на [ORGANIZATION] Работа в России. В случае Вашей заинтересованности в целевом обучении и организации подготовки будущих сотрудников, Вы можете связаться с ведущим менеджером [ORGANIZATION] [PERSON], тел.: [CONTACT], адрес электронной почты: [CONTACT]. Инструкцию по размещению заявок направляем согласно приложению. Приложение: Письмо [ORGANIZATION] на 2 л. в 1 экз. Инструкция по размещению заявок на 14 л. Директор [PERSON], [CONTACT] Руководителям системообразующих предприятий (по списку) ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по персоналу
"[ORGANIZATION] [ORGANIZATION] Юридический адрес: [LOCATION] тел.: [CONTACT] ОГРН [ID], ИНН [ID] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT] Генеральному директору [ORGANIZATION] [PERSON] Отношение на перевод Уважаемый [PERSON]! Прошу Вас уволить в порядке перевода для дальнейшей работы в [ORGANIZATION], согласно пункту 5 части первой статьи 77 Трудового кодекса Российской Федерации [PERSON]. Личное согласие [PERSON] имеется. С уважением, Генеральный директор [PERSON] [PERSON] [CONTACT]",Блок директора по персоналу
"[ORGANIZATION] Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION] (далее - [ORGANIZATION]), ведущий университет региона, более 60 лет на высоком уровне осуществляет подготовку специалистов для предприятий топливно-энергетического комплекса, проектно-изыскательных и строительных организаций как в [LOCATION], так и за ее пределами. Одна из первостепенных задач университета - помощь молодежи в самоопределении. Вузом проводится комплекс мероприятий, направленных на оказание помощи в выборе профессии с учетом интересов, склонностей и способностей молодежи. [DATE_TIME] на площадке [ORGANIZATION] проводится профориентационное мероприятие День открытых дверей [ORGANIZATION]. В мероприятии примут участие школьники 9, 10, 11 классов и их родители, выпускники СПО. Просим Вас рассмотреть возможность участия представителя Вашей компании в мероприятии в рамках работы площадки компаний-партнеров [ORGANIZATION] с целью презентации компании, диалога о возможностях прохождения практики и дальнейшего трудоустройства. Контактное лицо от [ORGANIZATION] по организационным вопросам и дальнейшему взаимодействию: [PERSON], главный специалист Центра карьеры, [CONTACT]. Просим сообщить о принятом решении в срок до [DATE_TIME] по адресу [CONTACT]. [PERSON] [PERSON] [CONTACT]; [CONTACT]",Блок директора по персоналу
"ДЕПАРТАМЕНТ ЗАНЯТОСТИ НАСЕЛЕНИЯ [ORGANIZATION] [LOCATION], [ID] Телефон: [CONTACT]. Тел./Факс: [CONTACT]. E-mail: [CONTACT]. Сайт: [URL] ОКПО: [ID] ОГРН: [ID] ИНН: [ID] КПП: [ID] Работодателю [ORGANIZATION] О прохождении опроса от [DATE_TIME] Уважаемый работодатель! Минтруд России проводит Всероссийский опрос о перспективной кадровой потребности организаций с целью прогнозирования кадровой потребности на период до 7 лет. Опрос проводится до [DATE_TIME] в целях определения ежегодной потребности организаций в профессиональных кадрах для обеспечения их подготовки в системе высшего и среднего профессионального образования по соответствующим специальностям/профессиям и направлениям подготовки. Ваше участие в опросе позволит государству правильно определить количество бюджетных мест в системе образования, подготовить квалифицированных специалистов и обеспечить возможность конкурентного выбора для Вас из числа востребованных специалистов, а не хватать с рынка труда, того, кого еще не забрали другие. Опрос проводится по ссылке [URL]. По указанной ссылке также размещены необходимые инструкции. Дополнительно направляю список специалистов службы занятости населения, готовых оказать необходимую помощь в прохождении опроса. Надеемся на взаимовыгодное сотрудничество! И.о. директора департамента ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сведения о сертификате ЭП Сертификат: [ID] Владелец: [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [LOCATION] [FINANCIAL_DATA] [LOCATION]",Блок директора по персоналу
"[PERSON] проспект [LOCATION], д. [NUMBER], г. [CITY], [REGION], e-mail: [CONTACT], сайт: [WEBSITE] [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В целях определения государственной политики на российском рынке труда [ORGANIZATION] проводит Всероссийский опрос работодателей для прогнозирования кадровой потребности экономики и своевременной подготовки профессиональных кадров. Своевременное выявление перспективных потребностей на рынке труда и устранение дефицита кадров в ключевых направлениях экономики обеспечивается ежегодным формированием среднесрочного (3-5 лет) и долгосрочного (7 лет) прогнозов занятости населения. Одним из основных источников информации для формирования прогноза занятости населения являются результаты опроса работодателей о прогнозной потребности в квалифицированных специалистах. Учитывая значимую роль Вашей организации на рынке труда региона прошу Вас внести свой вклад в формирование достоверного прогноза занятости населения России и принять участие в опросе работодателей. Опросная форма доступна по ссылке [URL] с [DATE_TIME] по [DATE_TIME] [YEAR]. Справочная информация по участию в опросе прилагается. Приложение: на 1 л. в 1 экз. ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ СВЕДЕНИЯ О СЕРТИФИКАТЕ ЭП Сертификат: [ID] Владелец: [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [CONTACT], [PERSON], эксперт I категории управления стратегического планирования департамента экономики [ORGANIZATION], [CONTACT]",Блок директора по персоналу
"[ORGANIZATION] добыча [LOCATION] Общество с ограниченной ответственностью [ORGANIZATION] добыча [LOCATION] ([ORGANIZATION] добыча [LOCATION]) [LOCATION] д. [NUMBER], г. [CITY], [REGION], [COUNTRY], [ZIP_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], http://[DOMAIN] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от О запросе рекомендательного письма Уважаемый [PERSON]! В соответствии с пунктом 4.4. Типового регламента подбора персонала в дочерних обществах и организациях ПАО [ORGANIZATION], утвержденного Распоряжением ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER], просим Вас направить в адрес [ORGANIZATION] добыча [LOCATION] рекомендательное письмо на [PERSON], [JOB_TITLE] [LABORATORY] по обслуживанию [FIELD] [ORGANIZATION]-[REGION]. Данный кандидат проходит согласование на должность [JOB_TITLE] [LABORATORY] [DEPARTMENT] [ORGANIZATION] добыча [LOCATION]. Согласие [PERSON] имеется. Временно исполняющий обязанности генерального директора [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сведения о сертификате ЭП Сертификат: [ID] Владелец: [PERSON] Срок действия: с [DATE_TIME] по [DATE_TIME] [PERSON] [CONTACT], доб. [NUMBER]",Блок директора по персоналу
"[ORGANIZATION] шельфпроект [AO] [ORGANIZATION] шельфпроект ([AO] [ORGANIZATION] шельфпроект) пр-кт Ленинский, д. 15А, вн.тер.г. муниципальный округ Донской, Москва, Российская Федерация, 119071 тел.: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об увольнении работника в порядке перевода [PERSON] Уважаемый [PERSON]! Прошу Вас уволить в порядке перевода для дальнейшей работы в [AO] [ORGANIZATION] шельфпроект сотрудника [ORGANIZATION] [PERSON] и предоставить на работника рекомендательное письмо. Согласие работника на перевод имеется. Заместитель генерального директора по организационным вопросам [PERSON] Исп. [PERSON] e-mail: [CONTACT] Тел. [CONTACT] Документ подписан Сертификат: [FINANCIAL_DATA] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по персоналу
"[ORGANIZATION] [GENERAL_DIRECTOR] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] об увольнении работника в порядке перевода Уважаемый [PERSON]! Просим Вас рассмотреть возможность увольнения в порядке перевода в [ORGANIZATION] [PERSON] в соответствии с пунктом 5 части 1 статьи 77 Трудового кодекса Российской Федерации. Согласие [PERSON] на увольнение в порядке перевода имеется. На основании п. 4.4 Типового регламента подбора персонала в дочерних обществах и организациях [ORGANIZATION], утвержденного распоряжением [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER], просим Вас направить в [ORGANIZATION] рекомендательное письмо на [PERSON]. [PERSON] [PERSON] ([CONTACT])",Блок директора по персоналу
"[ID], [PERSON], [ORGANIZATION] [PERSON] Коммерческое предложение Уважаемый [PERSON]! Мы проявляем интерес к Вашему предложению о сотрудничестве в области энергетики. В [DATE_TIME] было подписано соглашение о сотрудничестве с [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] О порядке обсуждения по окончании проверки захвата объекта труда. Некоторые нюансы [ORGANIZATION] в частности в конце текущего года [YEAR], некоторые - в начале следующего года [YEAR]. В частности, с [DATE_TIME] на объекте обсуждение вопросов по техническому состоянию системы безопасности, в частности по вопросам ЕНСОТ. На основании этого, с целью обеспечения безопасности объекта труда, мы предлагаем Вам рассмотреть возможность создания системы безопасности (ЕНСОТ). В связи с этим, мы предлагаем Вам рассмотреть возможность создания системы безопасности (ЕНСОТ). В связи с",Блок директора по персоналу
"[ORGANIZATION] РОССИИ [ORGANIZATION] Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION] [LOCATION] ОКПО [ID]; ОГРН [ID]; ИНН/КПП [ID] Генеральному директору [ORGANIZATION] [PERSON] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] Об оказании содействия в прохождении практики Уважаемый [PERSON]! Просим Вас принять для прохождения производственной практики обучающихся 3 курса очной формы обучения многопрофильного колледжа [ORGANIZATION] по специальности [DOCUMENT_NUMBER]: [PERSON], [PERSON]. Период практики в соответствии с календарным учебным графиком: [DATE_TIME] - [DATE_TIME]г. Руководителем практики от колледжа назначен преподаватель отделения [PERSON]. Контактное лицо для взаимодействия – заведующий учебно-производственной практикой [PERSON], тел. [CONTACT]. Надеемся на дальнейшее плодотворное сотрудничество. Директор [PERSON] [PERSON], заведующий учебно-производственной практикой, [CONTACT]",Блок директора по персоналу
"ДЕПАРТАМЕНТ НЕДРОПОЛЬЗОВАНИЯ И ЭКОЛОГИИ ТЮМЕНСКОЙ ОБЛАСТИ [LOCATION] тел. [CONTACT], факс [CONTACT], e-mail: [CONTACT] Руководителям системообразующих предприятий Тюменской области (по списку) [DATE_TIME] No [DOCUMENT_NUMBER] На No от Об индексации заработной платы Уважаемые руководители! В соответствии с поручением Губернатора Тюменской области Департамент недропользования и экологии Тюменской области просит провести анализ оплаты труда работников предприятия, и в случае отставания темпов роста заработной платы от среднероссийского уровня проработать возможность проведения индексации заработной платы в рамках исполнения статьи 134 Трудового кодекса Российской Федерации. И.о. директора [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по персоналу
"МИНОБРНАУКИ РОССИИ Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION] [LOCATION] Тел. [CONTACT], e-mail: [CONTACT]; http://www.[ORGANIZATION].ru; http://[DOMAIN] [DATE_TIME] No [DOCUMENT_NUMBER] на No от о целевой подготовке кадров Генеральному директору [ORGANIZATION] [PERSON] [LOCATION] Уважаемый [PERSON]! [ORGANIZATION] информирует о старте сбора информации о потребности региона в целевой подготовке квалифицированных специалистов по программам высшего образования для установления целевой квоты на 2026-2027 учебный год. В 2026 году целевая квота будет определяться на основе потребностей конкретных работодателей. Организовать целевое обучение в 2026 году смогут все заинтересованные стороны, которые могут выступать в роли заказчиков целевого обучения в соответствии со ст.71.1 ФЗ Об образовании в Российской Федерации или в роли работодателей. Подача заявок о целевой кадровой потребности организации на 2026-2027 учебный год осуществляется только через ЕЦП Работа в России [CONTACT]). Просим Вас выступить в качестве заказчика целевого обучения или работодателя и внести заявки по востребованным Вашей организацией направлениям подготовки, реализуемых в [ORGANIZATION]: * [ID] Экология и природопользование (профиль Экология (бакалавриат), * [ID] Техносферная безопасность (профили Безопасность жизнедеятельности и охрана труда, Экологическая безопасность и защита в чрезвычайных ситуациях (бакалавриат), * [ID] Нефтегазовое дело (профили Эксплуатация и обслуживание объектов добычи нефти и газа, Бурение нефтяных и газовых скважин (бакалавриат), * [ID] Прикладная геология (специализация Геология месторождений нефти и газа) (специалитет). По каждому направлению подготовки и форме обучения должна вноситься отдельная заявка. По итогам внесения сведений просим, по возможности, выслать скрин подтверждения заполненной заявки для формирования сводной информации о кадровой потребности в целевой подготовке специалистов на базе [ORGANIZATION]. Согласно новым правилам, организации или предприятия, претендующие на заключение договоров целевого обучения, должны быть: - зарегистрированы на ЕЦП Работа в России ([CONTACT]), - иметь авторизацию на ЕЦП Работа в России с использованием Единой системы идентификации и аутентификации (ЕСИА). Перед подачей информации о кадровой потребности в профиле организации/заказчика обязательно должны быть заполнены сведения: - ОКВЭД; - форма собственности; - категория заказчика целевого обучения (из списка ст. 71.1 Закона No 273-ФЗ). Возможность подачи информации о потребности в заключение целевых договоров для формирования детализированной квоты приема на целевое обучение на 2026 год будет доступна работодателям/заказчикам целевого обучения в личных кабинетах на ЕЦП Работа в России до [DATE_TIME]! В случае подачи заявки позже установленного срока, потребность в целевом обучении не будет учтена при утверждении квоты на 2026/2027 учебный год. По всем вопросам, связанным с подачей заявок на формирование кадровой потребности, можно обращаться в Министерство труда и занятости населения [REGION], Отдел профессиональной ориентации и профессионального обучения, [CONTACT]. Алгоритм подачи заявок через ЕЦП Работа в России приведен в приложении 1. Первый проректор [PERSON] Директор Института наук о Земле [PERSON] [CONTACT] И.о. заведующего кафедрой нефтегазового дела [PERSON] [CONTACT]",Блок директора по персоналу
"[ORGANIZATION] добыча [LOCATION] [ORGANIZATION] [PERSON] улица [LOCATION], дом [NUMBER], город [LOCATION], городской округ город [LOCATION], [REGION], [COUNTRY], [CONTACT] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об увольнении переводом Уважаемый [PERSON]! Прошу Вас дать согласие на увольнение переводом [PERSON] по его просьбе для дальнейшей работы в [ORGANIZATION]. В соответствии с пунктом 4.4 Типового регламента подбора персонала в дочерних обществах и организациях ПАО [ORGANIZATION], утвержденного распоряжением ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] (с учетом изменений от [DATE_TIME] No [DOCUMENT_NUMBER]), прошу Вас направить в [ORGANIZATION] рекомендательное письмо на [PERSON]. Генеральный директор [PERSON] [PERSON] ([CONTACT])",Блок директора по персоналу
"[ORGANIZATION] Руководителям организаций и дочерних обществ [ORGANIZATION] (по списку) [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [ID], [OGRN] [ID], [INN] [ID], [KPP] [ID] [DATE_TIME] No [DOCUMENT_NUMBER]/[ID]-[DOCUMENT_NUMBER]-[DOCUMENT_NUMBER] на No от [ORGANIZATION] проведении VI Арктической совместной научно-практической конференции Уважаемые коллеги! В связи с 50-летием со дня образования города [LOCATION] и в целях развития и поддержания научно-технической и рационализаторской деятельности молодых ученых и специалистов, развития корпоративной молодежной политики и обмена опытом между молодыми учеными по решению актуальных задач газовой отрасли в период с [DATE_TIME] по [DATE_TIME] запланировано проведение VI Арктической совместной научно-практической конференции [ORGANIZATION] и [ORGANIZATION] имени [PERSON], посвященной 50-летию со дня образования города [LOCATION] (далее – Конференция). Программа Конференции предусматривает работу секций по следующим направлениям: Геология и разработка месторождений; Обустройство нефтяных и газовых месторождений. Эксплуатация систем подготовки нефти, газа и газового конденсата к транспорту. Обеспечение надежной эксплуатации оборудования газового комплекса; Автоматизация технологических процессов, IT-технологии, метрология, связь; Экономика, управление на предприятиях ТЭК. Организация труда. Управление человеческими ресурсами; Экология, охрана окружающей среды. Энергоэффективность и энергетика; Охрана труда, промышленная и пожарная безопасность на предприятиях ТЭК; Приглашаю принять участие в Конференции не более двух молодых специалистов и работников в возрасте до 35 лет. Информацию о принятом решении, а также тезисы докладов и заявку на участие в заседаниях секций необходимо оформить в соответствии с приложениями No 1, 2 к письму и направить до [DATE_TIME] на адрес электронной почты [CONTACT]. Оплата проезда, питания и проживания осуществляется за счет направляющей стороны. Программа проведения Конференции будет направлена участникам дополнительно. Ответственными за организацию Конференции назначены: председатель Совета молодых ученых и специалистов [ORGANIZATION] [PERSON] (контактный номер телефона: [CONTACT], адрес электронной почты: [CONTACT]); председатель Совета молодых ученых и специалистов [ORGANIZATION] [PERSON] (контактный номер телефона: [CONTACT], адрес электронной почты: [CONTACT]). Приложение: 1. Заявка на участие в Конференции на 1 л. в 1 экз. 2. Требования к оформлению тезисов на 1 л. 3. Положение о проведении конференции на 5 л. 4. Список рассылки на 2 л. [PERSON] И.о. генерального директора [PERSON] [PERSON] ([CONTACT])",Блок директора по персоналу
"[ORGANIZATION] [LOCATION] Тел.: [CONTACT], газ. связь: [CONTACT] Факс: [CONTACT], газ. связь: [CONTACT] E-mail: [CONTACT]; www.[WEBSITE] [ID], [ID], [ID], [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] Об объемах поставки сырья на III–IV кварталы 2025 года Уважаемый [PERSON]! В ответ на Ваше обращение сообщаем, что направленные объемы поставки нестабильного конденсата и нефти для актуализации предложений [ORGANIZATION] в план по переработке сырья и производству товарной продукции на III–IV кварталы 2025 года приняты без ограничений (в полном объеме). Заместитель генерального директора по производству [PERSON] Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] ([CONTACT]) [CONTACT]",Блок директора по портфелю
"[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DATE_TIME] О предложениях по добыче [OBJECT] на [QUARTER]-[QUARTER] [YEAR] Уважаемый [PERSON]! Сообщаю Вам, что [ORGANIZATION] согласовывает предложения по добыче [OBJECT] на [QUARTER]-[QUARTER] [YEAR] в рамках ДРОД с [ORGANIZATION]. Заместитель генерального директора по производству [PERSON] [PERSON] [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по портфелю
"[ORGANIZATION] [ORGANIZATION] [PERSON] улица [LOCATION], дом [NUMBER], город [LOCATION], [COUNTRY], [POSTAL_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] направлении корректировочных документов Уважаемый [PERSON]! В соответствии с Постановлением Правительства Российской Федерации от [DATE_TIME] No [NUMBER] Об установлении прогнозной величины уменьшения значения показателя Цнсд и величины уменьшения средней цены на нефть сырую марки North Sea Dated на рынке Северного моря были внесены изменения в расчет НДПИ за [MONTH] и [MONTH] [YEAR]. На основании вышеизложенного прошу Вас оформить корректировочные документы по договорам от [DATE_TIME] No [DOCUMENT_NUMBER] за [MONTH] и [MONTH] [YEAR]. В связи с тем, что уточненные декларации по НДПИ предоставлены [ORGANIZATION] (далее - [ORGANIZATION]) в налоговые органы [DATE_TIME], прошу оформить первичные учетные документы с указанием даты не ранее [DATE_TIME] и направить в адрес [ORGANIZATION]. Заместитель генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] [CONTACT]",Блок директора по портфелю
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] (ПАО [ORGANIZATION]) Руководителям организаций (по списку) Адрес для почтовой корреспонденции: БОКС No[DOCUMENT_NUMBER], [LOCATION] [DATE_TIME] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от**_ О направлении Плана деятельности Стратегического штаба на [DATE_TIME] Уважаемые коллеги! В соответствии с приказом ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] (в редакции приказа ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER], приказа ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER]), направляю для руководства в работе План деятельности Стратегического (Временного оперативного) штаба по решению вопросов, связанных с реализацией проекта поставок природного газа из [COUNTRY] в [COUNTRY] по [ROUTE] маршруту, на [DATE_TIME], утвержденный заместителем Председателя Правления начальником Департамента ПАО [ORGANIZATION] [PERSON] (РД [DOCUMENT_NUMBER] от [DATE_TIME]). Приложение: 1. План деятельности РД [DOCUMENT_NUMBER] от [DATE_TIME] на [FINANCIAL_DATA] л.; 2. Список рассылки на [FINANCIAL_DATA] л. Заместитель начальника Департамента [PERSON] [PERSON] [CONTACT]",Блок директора по портфелю
"[ORGANIZATION] улица [LOCATION]тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] [ORGANIZATION] Директору по перспективному развитию и управлению портфелем [PERSON] Уважаемый [PERSON]! В ответ на Ваше обращение сообщаю, что [ORGANIZATION] согласовывает предложения [ORGANIZATION] по объемам добычи УВС на III-IV кварталы [DATE_TIME] в рамках ДРОД, при наличии проекта на разработку технологий и подписанных договорных документов. Приложение: на 1 л. в 1 экз. Заместитель генерального директора по производству [PERSON] [PERSON] [CONTACT]",Блок директора по портфелю
"[ORGANIZATION] [ORGANIZATION] [PERSON] уллица [LOCATION], дом [NUMBER], город [LOCATION], [COUNTRY], [POSTAL_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] запросе информации Уважаемый [PERSON]! В рамках подготовки [ORGANIZATION] к защите производственно-хозяйственной деятельности за [DATE_TIME] прошу Вас оказать содействие в предоставлении информации по себестоимости подготовки продукции в рамках долгосрочных рисковых операторских договоров по [OBJECT], [OBJECT], [OBJECT] и [OBJECT] участка [OBJECT] [OBJECT] согласно приложения. Приложение: форма предоставления информации в формате xlsx. Заместитель генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] ([CONTACT])",Блок директора по портфелю
"[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] Временно исполняющему обязанности генерального директора [ORGANIZATION] [PERSON] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] планах поставки нефти на [DATE_TIME]–[DATE_TIME] Уважаемый [PERSON]! В рамках запроса [ORGANIZATION] для оценки эффективности инвестиций по реконструкции объекта ПСП [OBJECT] прошу Вас дать указание ответственным специалистам сформировать и направить в максимально сжатые сроки актуальные планы поставки нефти по [OBJECT] за [DATE_TIME]–[DATE_TIME]. Прогнозные планы прошу сформировать с годовой разбивкой. Заместитель генерального директора по производству [PERSON] [PERSON] [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по портфелю
"[ORGANIZATION] Техническому директору [ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] на [FINANCIAL_DATA] Уважаемый [PERSON]! В рамках запроса [ORGANIZATION] (приложение No [DOCUMENT_NUMBER]) прошу Вас направить предложения к плану по объемам добычи газа, газового конденсата и нефти на [DATE_TIME] (с разбивкой по кварталам) и прогнозные объемы добычи на [DATE_TIME] на [OBJECT], [OBJECT], [OBJECT] и [OBJECT] согласно прилагаемым формам. Приложение: 1. Копия письма [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] на 1 л. в 1 экз.; 2. Добыча газа на [DATE_TIME] на 1 л. в 1 экз.; 3. Добыча ЖУВ на [DATE_TIME] на 1 л. в 1 экз. Заместитель генерального директора по производству [PERSON] Документ подписан электронной подписью Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок директора по портфелю
